virus tax id,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class,taxid,matched_name
2859653,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pokkenvirus,Pokkenvirus paxi,dsDNA,2842972,                Pokkenvirus
1540097,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Pollockvirus,dsDNA,2842973,                  Pollockvirus
2725616,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Secretariatvirus,Secretariatvirus secretariat,,dsDNA,2843027,              Secretariatvirus
2786397,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sholavirus,unclassified Sholavirus,+ssRNA,2843039,                Sholavirus
1197951,1397108.0,Celeribacter marinus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Cobavirinae,Siovirus,dsDNA,2843048,                  Siovirus
3075087,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tanisvirus,unclassified Tanisvirus,,dsDNA,2843069,              Tanisvirus
2590877,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tinytimothyvirus,Tinytimothyvirus alex44,,dsDNA,2843096,              Tinytimothyvirus
2604899,303.0,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zurivirus,Zurivirus zuri,dsDNA,2843162,                Zurivirus
3029265,469.0,Acinetobacter,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Astrithrvirus,unclassified Astrithrvirus,,dsDNA,2843350,              Astrithrvirus
881953,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Audreyjarvisvirus,Audreyjarvisvirus av949,,dsDNA,2843351,              Audreyjarvisvirus
2590948,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Burrovirus,Burrovirus araxxi,,dsDNA,2843362,              Burrovirus
475178,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fremauxvirus,Fremauxvirus fv1706,,dsDNA,2843383,              Fremauxvirus
2517929,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Klausavirus,Klausavirus princesstrina,,dsDNA,2843401,              Klausavirus
2686247,2654243.0,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lillamyvirus,Lillamyvirus hemulen,,dsDNA,2843418,              Lillamyvirus
3020854,413497.0,Cronobacter dublinensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muldoonvirus,unclassified Muldoonvirus,,dsDNA,2843425,              Muldoonvirus
2686245,2654245.0,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muminvirus,Muminvirus filifjonk,,dsDNA,2843426,              Muminvirus
1476886,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nevevirus,Nevevirus P078,,dsDNA,2843430,              Nevevirus
2557554,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Parlovirus,Parlovirus parlo,,dsDNA,2843433,              Parlovirus
2588097,196023.0,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Plateaulakevirus,Plateaulakevirus pv2L372D,,dsDNA,2843436,              Plateaulakevirus
543153,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Predatorvirus,Predatorvirus predator,,dsDNA,2843439,              Predatorvirus
1327990,76594.0,Cellulophaga baltica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Akihdevirus,dsDNA,2942978,                  Akihdevirus
2301731,329854.0,Bacteroides intestinalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kehishuvirus,dsDNA,2942980,                  Kehishuvirus
1450749,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Paundivirus,dsDNA,2942981,                  Paundivirus
2986409,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Bearivirinae,Afonbuvirus,dsDNA,2942989,                  Afonbuvirus
2772066,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Canhaevirus,dsDNA,2942990,                  Canhaevirus
2986412,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Culoivirus,dsDNA,2942992,                  Culoivirus
2986415,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Loutivirinae,Buchavirus,dsDNA,2942994,                  Buchavirus
3076821,33013.0,Clavibacter michiganensis subsp. michiganensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Salvovirus,unclassified Salvovirus,dsDNA,2943016,                Salvovirus
2906561,644.0,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sharonstreetvirus,unclassified Sharonstreetvirus,dsDNA,2943019,                Sharonstreetvirus
2772088,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Uncouvirinae,Aurodevirus,dsDNA,2946811,                  Aurodevirus
3423436,,,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Oafivirinae,Bohxovirus,dsDNA,2946832,                  Bohxovirus
2772090,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Oafivirinae,Burzaovirus,dsDNA,2948645,                  Burzaovirus
2955582,1869227.0,bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Crudevirinae,Carjivirus,dsDNA,2948652,                  Carjivirus
3101605,644.0,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Chrysonvirus,unclassified Chrysonvirus,dsDNA,2948662,                Chrysonvirus
2986401,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Crudevirinae,Delmidovirus,dsDNA,2948688,                  Delmidovirus
3141526,558.0,Erwinia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Efbeekayvirus,unclassified Efbeekayvirus,dsDNA,2948690,                Efbeekayvirus
2655002,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Exceevirus,Exceevirus Xc38,dsDNA,2948704,                Exceevirus
1079999,1129.0,Synechococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Galenevirus,Galenevirus mbcm1,dsDNA,2948714,                Galenevirus
2749430,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Harrisonburgvirus,Harrisonburgvirus persinger,,dsDNA,2948755,              Harrisonburgvirus
2709317,371601.0,Bacteroides xylanisolvens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,dsDNA,2948767,                  Jahgtovirus
2986395,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Coarsevirinae,Junduvirus,dsDNA,2948774,                  Junduvirus
2772077,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Doltivirinae,Kahucivirus,dsDNA,2948778,                  Kahucivirus
2986396,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Doltivirinae,Kingevirus,dsDNA,2948785,                  Kingevirus
2986406,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kolpuevirus,dsDNA,2948787,                  Kolpuevirus
2588098,948519.0,Aeromonas rivipollensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kunmingvirus,Kunmingvirus kv2D05,,dsDNA,2948791,              Kunmingvirus
2041205,67384.0,Streptomyces xanthochromogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Omarvirus,Omarvirus amethyst,,dsDNA,2948847,              Omarvirus
1881231,553239.0,Vibrio breoganii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pariacacavirus,Pariacacavirus 1238A,dsDNA,2948856,                Pariacacavirus
2599343,223852.0,Aphis citricidus,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Hareavirales,Phenuiviridae,Citricivirus,-ssRNA,3044688,                  Citricivirus
1279082,70775.0,Pseudomonas plecoglossicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hiroshimavirus,Hiroshimavirus PPpW3,,dsDNA,3044731,              Hiroshimavirus
1474867,44056.0,Aureococcus anophagefferens,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Schizomimiviridae,Kratosvirus,Kratosvirus quantuckense,,3044747,                Kratosvirus
979525,666.0,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mohonavirus,Mohonavirus ICP1,,dsDNA,3044767,              Mohonavirus
2006668,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Phabiovirus,Phabiovirus phabio,dsDNA,3044790,                Phabiovirus
2927622,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Purivirus,Purivirus UFJFPfDIW6,,dsDNA,3044798,              Purivirus
2419948,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Richievirus,Richievirus auxilium,,dsDNA,3044803,              Richievirus
2859658,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Siaravirus,Siaravirus siara,,dsDNA,3044826,              Siaravirus
1690818,52258.0,Streptomyces flavovirens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Siftrevirus,Siftrevirus SF3,,dsDNA,3044829,              Siftrevirus
2859072,1219076.0,Vibrio alginolyticus NBRC 15630 = ATCC 17749,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Varunavirus,Varunavirus BUCT194,dsDNA,3044852,                Varunavirus
2836086,194963.0,Sinorhizobium americanum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Xoxocotlavirus,Xoxocotlavirus X228B,dsDNA,3044858,                Xoxocotlavirus
2834256,323.0,Pseudomonas syringae pv. tomato,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Medeavirus,Medeavirus medea1,,dsDNA,3152510,              Medeavirus
2711179,286.0,Pseudomonas,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Readingvirus,Readingvirus MR15,,dsDNA,3152626,              Readingvirus
2041350,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Gorskivirinae,Shenlongvirus,dsDNA,3152898,                  Shenlongvirus
1805958,2597349.0,Pseudomonas sp. ANT_H14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Miecznikowavirus,Miecznikowavirus AH14a,,dsDNA,3152971,              Miecznikowavirus
2911664,654.0,Aeromonas veronii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Longwangvirus,dsDNA,3153014,                  Longwangvirus
2805839,199592.0,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shockervirus,Shockervirus shocker,,dsDNA,3153082,              Shockervirus
2785998,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,unclassified Steitzviridae,Hodnevirus,+ssRNA,3153200,                Hodnevirus
2163633,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Risoevirus,dsDNA,3424972,                  Risoevirus
2591217,199592.0,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hodgkinviridae,Margaeryvirus,Margaeryvirus margaery,dsDNA,3425048,                  Margaeryvirus
1352534,9606.0,Homo sapiens,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Lineavirales,Oomyviridae,Nicoomyvirus,Nicoomyvirus moldensis,,3425078,                Nicoomyvirus
35243,9511.0,Ateles sp.,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,dsDNA,10294,                  Simplexvirus
2716727,67825.0,Citrobacter rodentium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA,10663,                  Tequatrovirus
105154,83554.0,Chlamydia psittaci,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Chlamydiamicrovirus,,40274,                  Chlamydiamicrovirus
94433,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norovirus norwalkense,,142786,                Norovirus
12285,295550.0,Heteronychus arator,Riboviria,Orthornavirae,Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Alphanodavirus,Alphanodavirus heteronychi,+ssRNA,143920,                Alphanodavirus
411359,554066.0,Chlorella heliozoae,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Chlorovirus heliozoae,,181083,                Chlorovirus
10682,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Punavirus,Punavirus P1,,dsDNA,186789,              Punavirus
539221,439184.0,Escherichia coli RS218,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lederbergvirus,unclassified Lederbergvirus,,dsDNA,186794,              Lederbergvirus
1330996,9598.0,Pan troglodytes,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Salivirus,,688449,                  Salivirus
2293273,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Cyclovirus mchwa,,742914,                Cyclovirus
1651203,991919.0,Escherichia coli O145:NM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Felixounavirus,dsDNA,1198140,                  Felixounavirus
2593343,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pegunavirus,Pegunavirus suffolk,,dsDNA,1623295,              Pegunavirus
2696387,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Jerseyvirus,dsDNA,1910991,                  Jerseyvirus
1162295,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Certrevirus,Certrevirus CR3,,dsDNA,1914850,              Certrevirus
3384636,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,unclassified Seunavirus,,dsDNA,1914851,              Seunavirus
754050,728059.0,Aeromonas sp. IS4,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Roufvirus,Roufvirus pIS4A,,dsDNA,1982370,              Roufvirus
1429767,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Johnsonvirus,dsDNA,1982576,                  Johnsonvirus
2582945,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemygorvirus,Gemygorvirus hydro1,,1985366,                Gemygorvirus
1647463,59204.0,Salmonella enterica subsp. diarizonae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Brunovirus,Brunovirus SEN34,,dsDNA,2560108,              Brunovirus
2047868,38305.0,Corynebacterium vitaeruminis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zierdtviridae,Toshachvirinae,Ceetrepovirus,dsDNA,2560111,                  Ceetrepovirus
1075775,543.0,Enterobacteriaceae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Teetrevirus,dsDNA,2732693,                  Teetrevirus
3411838,196024.0,Aeromonas dhakensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Pahsextavirus,dsDNA,2732963,                  Pahsextavirus
1195085,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Derbicusvirus,unclassified Derbicusvirus,dsDNA,2733102,                Derbicusvirus
2832595,190650.0,Caulobacter vibrioides CB15,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jeanschmidtviridae,Bertelyvirus,unclassified Bertelyvirus,dsDNA,2733152,                Bertelyvirus
2767029,301905.0,Ortmanniana pectorosa,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Pefuambidensovirus,,2733227,                  Pefuambidensovirus
2050976,1.0,root,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Protoambidensovirus,,2733228,                  Protoambidensovirus
797418,139456.0,Penaeus chinensis,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Hamaparvovirinae,Hepanhamaparvovirus,,2733232,                  Hepanhamaparvovirus
2686437,127906.0,Vibrio cholerae O1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Kujavirus,Kujavirus kuja,dsDNA,2841277,                Kujavirus
2786473,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ashucavirus,Ashucavirus caenicola,+ssRNA,2842389,                Ashucavirus
2218611,246200.0,Ruegeria pomeroyi DSS-3,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rhodovirinae,Aorunvirus,dsDNA,2842545,                  Aorunvirus
2786651,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Chimpavirus,Chimpavirus luticola,+ssRNA,2842596,                Chimpavirus
2720215,83333.0,Escherichia coli K-12,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Enterogokushovirus,,2842667,                  Enterogokushovirus
2678601,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,Henunavirus hena1,,dsDNA,2842727,              Henunavirus
2777323,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Henuseptimavirus,dsDNA,2842728,                  Henuseptimavirus
2786573,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Hihdivirus,Hihdivirus caenenecus,+ssRNA,2842731,                Hihdivirus
2786749,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Icumivirus,Icumivirus limivivens,+ssRNA,2842754,                Icumivirus
2048976,663959.0,Pseudomonas syringae pv. avii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,dsDNA,2842758,                  Inbricusvirus
2786730,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ineyimevirus,Ineyimevirus lutihabitans,+ssRNA,2842759,                Ineyimevirus
2786620,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Kohmavirus,Kohmavirus luticola,+ssRNA,2842807,                Kohmavirus
2163965,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Littlefixvirus,Littlefixvirus 98Pflur60pp,dsDNA,2842828,                Littlefixvirus
2786404,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Nehpavirus,Nehpavirus caenenecus,+ssRNA,2842897,                Nehpavirus
12024,286.0,Pseudomonas,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Perrunavirus,Perrunavirus olsenii,+ssRNA,2842953,                Perrunavirus
2596966,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Pylasvirus,dsDNA,2842993,                  Pylasvirus
2786621,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Teciucevirus,Teciucevirus pelohabitans,+ssRNA,2843073,                Teciucevirus
2723758,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lastavirus,Lastavirus lasta,,dsDNA,2843414,              Lastavirus
2831179,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Questintvirus,unclassified Questintvirus,,dsDNA,2843441,              Questintvirus
1815509,224308.0,Bacillus subtilis subsp. subtilis str. 168,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Takahashivirus,Takahashivirus PBS1,,dsDNA,2843463,              Takahashivirus
2024238,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Yonseivirus,Yonseivirus N137,dsDNA,2843478,                Yonseivirus
2710495,226186.0,Bacteroides thetaiotaomicron VPI-5482,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Wulfhauvirus,dsDNA,2942982,                  Wulfhauvirus
2769808,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Swiduovirus,Swiduovirus swi2,,dsDNA,2944849,              Swiduovirus
2340716,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Deseoctovirus,Deseoctovirus C1,,dsDNA,2948678,              Deseoctovirus
2911431,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fredfastierviridae,Jamesmcgillvirus,Jamesmcgillvirus jv119X,dsDNA,2948768,                Jamesmcgillvirus
2047877,197.0,Campylobacter jejuni,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Justusliebigvirus,unclassified Justusliebigvirus,,dsDNA,2948775,              Justusliebigvirus
3071280,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Segzyvirus,Segzyvirus LPSTLL,,dsDNA,2948900,              Segzyvirus
1873985,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shuimuvirus,Shuimuvirus IME207,,dsDNA,2948906,              Shuimuvirus
3377958,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,unclassified Skatevirus,,dsDNA,2948910,              Skatevirus
2812854,211968.0,Salmonella enterica subsp. enterica serovar Albany,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Triduovirus,Triduovirus Tr2,dsDNA,2948933,                Triduovirus
2956630,,,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Valinorvirus,,,2948943,                Valinorvirus
2740427,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Axeltriavirus,Axeltriavirus AXL3,,dsDNA,3044667,              Axeltriavirus
