name,taxid,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
              Bantamvirus,2560096,,,,,,,,,,,0.02,,,,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bantamvirus,Bantamvirus bantam,,dsDNA
              Bingvirus,2560103,,,,,,,,,,,0.04,,,,,,1916.0,Streptomyces lividans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bingvirus,Bingvirus bing,,dsDNA
              Brunovirus,2560108,,,,,,,,,,,,,,0.05,,,59204.0,Salmonella enterica subsp. diarizonae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Brunovirus,Brunovirus SEN34,,dsDNA
              Dismasvirus,2560122,,,,,,,,,,,0.02,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dismasvirus,unclassified Dismasvirus,,dsDNA
              Efquatrovirus,2560124,,,,,,,,,,,,,,,,0.12,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,unclassified Efquatrovirus,,dsDNA
              Elerivirus,2560126,,,,,,,,,,,0.02,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Elerivirus,Elerivirus eleri,,dsDNA
              Eneladusvirus,2560128,,,,,,,,,,,0.02,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eneladusvirus,Eneladusvirus BF,,dsDNA
              Metrivirus,2560175,,,,,,,,,,,0.01,,,,,,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Metrivirus,Metrivirus ME3,,dsDNA
              Mimasvirus,2560176,,,,,,,,,,,0.02,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mimasvirus,Mimasvirus GAP32,,dsDNA
                  Phimunavirus,2560202,,,,,,,,0.11,,,0.04,0.19,,0.15,,,29471.0,Pectobacterium atrosepticum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Phimunavirus,dsDNA
              Pikminvirus,2560203,,,,,,,,,,,0.02,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pikminvirus,Pikminvirus pikmin,,dsDNA
              Popoffvirus,2560208,,0.18,,,,,,0.1,,,0.02,,,0.09,,,645.0,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Popoffvirus,Popoffvirus pv56,,dsDNA
              Rimavirus,2560214,,,,,,0.14,,,,,0.09,,,0.05,,,1911.0,Streptomyces griseus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rimavirus,Rimavirus rima,,dsDNA
                Sanovirus,2560222,,0.14,0.12,,,0.19,,,,,0.11,,,0.05,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sanovirus,unclassified Sanovirus,dsDNA
              Scapunavirus,2560225,,,,,,,,,,,0.03,,,,,,1930.0,Streptomyces scabiei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Scapunavirus,unclassified Scapunavirus,,dsDNA
                Sugarlandvirus,2560233,,,1.0,,,,,,0.5,0.15,0.09,1.59,,0.09,0.28,0.33,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Sugarlandvirus,Sugarlandvirus AmPhEK80,dsDNA
              Trinavirus,2560242,,,,,,,,,,,0.02,,,,,,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Trinavirus,unclassified Trinavirus,,dsDNA
                Tulanevirus,2560244,,,,,,,,,,,0.03,,,,,,645.0,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tulanevirus,Tulanevirus bteighttwo,dsDNA
                  Vividuovirus,2560251,,,,,,,,,,,0.03,,,,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Stackebrandtviridae,Schenleyvirinae,Vividuovirus,dsDNA
                Taipeivirus,2731621,,,,0.54,,,,,,,0.02,,,0.1,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Taipeivirus,Taipeivirus KWBSE436,dsDNA
                  Pettyvirus,2731671,,,,,,,,,,,0.03,,,,,0.08,,,,,,,,,,,
                  Daemvirus,2731672,,,,,,,,,,,0.02,,,,,,40214.0,Acinetobacter johnsonii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Beijerinckvirinae,Daemvirus,dsDNA
                Gajwadongvirus,2731941,,,,,,,,0.28,,,,,,0.28,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Gajwadongvirus,Gajwadongvirus ECBP5,dsDNA
                Jiaoyazivirus,2731945,,,,,,,,,,,0.04,,,,,,305.0,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Jiaoyazivirus,Jiaoyazivirus RSB3,dsDNA
                Scottvirus,2731973,,,,,,,,,,,,,,,,0.09,13689.0,Sphingomonas paucimobilis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Scottvirus,Scottvirus scott,dsDNA
                  Epseptimavirus,2732017,,,,,,,,,,0.1,0.04,,,,,0.1,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Markadamsvirinae,Epseptimavirus,dsDNA
                Shenzhenvirus,2732038,,,,,0.18,0.17,,,,,0.09,,,,,,196023.0,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Shenzhenvirus,unclassified Shenzhenvirus,dsDNA
                  Apdecimavirus,2732676,,0.15,0.1,0.45,,0.23,,0.13,,0.09,0.16,,,0.16,,,,,,,,,,,,,
                  Berlinvirus,2732677,,,,,1.15,0.28,,0.21,,0.07,0.42,,,0.25,,,546.0,Citrobacter freundii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Berlinvirus,dsDNA
                  Foetvirus,2732682,,,,,0.24,,,,,0.07,0.13,,,0.09,,0.09,,,,,,,,,,,
                  Ghunavirus,2732683,,,,,,,,,,,,,,,52.37,,317.0,Pseudomonas syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Ghunavirus,dsDNA
                  Kayfunavirus,2732686,,3.69,0.69,0.78,0.62,0.63,0.44,0.49,1.59,0.81,0.68,1.55,0.24,0.47,0.37,1.24,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Kayfunavirus,dsDNA
                  Minipunavirus,2732687,,,,,,,,,,0.08,0.04,,,,,,582.0,Morganella morganii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Minipunavirus,dsDNA
                  Pifdecavirus,2732691,,,,,,,,,,,,,,,0.08,,1211579.0,Pseudomonas putida NBRC 14164,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Pifdecavirus,dsDNA
                  Pijolavirus,2732692,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,
                  Teetrevirus,2732693,,,,,,,,,,,0.09,,,,,,543.0,Enterobacteriaceae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Teetrevirus,dsDNA
                  Cronosvirus,2732913,,,0.21,,,,,,,,0.06,0.12,0.1,0.05,,,413502.0,Cronobacter turicensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Cronosvirus,dsDNA
                  Pienvirus,2732915,,,,,,,,,,,0.01,,,,,,34051.0,Yersinia enterocolitica (type O:3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Pienvirus,dsDNA
                  Kotilavirus,2732921,,,,,,,,0.11,,,0.03,0.21,,0.1,,,554.0,Pectobacterium carotovorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Kotilavirus,dsDNA
                  Stompvirus,2732922,,0.17,0.13,,0.22,,,0.32,0.25,0.09,0.08,1.03,,0.54,0.08,0.17,1778540.0,Dickeya fangzhongdai,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Stompvirus,dsDNA
                Stubburvirus,2732924,,,0.28,0.32,,,,,,0.11,0.03,,,,,,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Stubburvirus,Stubburvirus LKA1,dsDNA
                Risjevirus,2732932,,,,,,,,,,,0.02,,,,,,305.0,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ2,dsDNA
                  Koutsourovirus,2732938,,,0.22,,,,0.23,0.89,,0.16,0.05,3.84,,0.93,0.12,,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Koutsourovirus,dsDNA
                  Carltongylesvirus,2732960,,,,,,,,0.12,,0.07,0.03,,,0.09,,0.09,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Cleopatravirinae,Carltongylesvirus,dsDNA
                  Pahsextavirus,2732963,,,,,,,,0.56,0.19,,0.06,,,0.42,,0.19,196024.0,Aeromonas dhakensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Pahsextavirus,dsDNA
                  Yushanvirus,2732965,,,,,,,,,,,,,,0.05,,,24.0,Shewanella putrefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Yushanvirus,dsDNA
                  Schiekvirus,2732968,,,0.13,,,,,,,0.13,0.02,,,,0.12,0.5,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Brockvirinae,Schiekvirus,dsDNA
              Alexandravirus,2733088,,,,,,0.13,,,,,0.19,0.19,,,,0.08,1224151.0,Dickeya solani MK10,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus AD1,,dsDNA
              Aurunvirus,2733093,,,,,,,,,,,0.04,,,,,,84588.0,Parasynechococcus marenigrum WH 8102,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aurunvirus,Aurunvirus STIM5,,dsDNA
              Baikalvirus,2733094,,,,,,,,,,,0.02,,,,,,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Baikalvirus,Baikalvirus PaBG,,dsDNA
                Derbicusvirus,2733102,,,,,,0.13,,,,,0.12,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Derbicusvirus,unclassified Derbicusvirus,dsDNA
              Eponavirus,2733103,,,0.08,,,,,,,,0.03,,,,0.06,,853.0,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eponavirus,Eponavirus epona,,dsDNA
              Phabquatrovirus,2733123,,,,,,,,,,,0.02,,,,,,518.0,Bordetella bronchiseptica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phabquatrovirus,Phabquatrovirus PHB04,,dsDNA
              Phapecoctavirus,2733124,,,,,,,,,,,0.02,,,0.09,,0.13,472.0,Acinetobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phapecoctavirus,unclassified Phapecoctavirus,,dsDNA
              Saclayvirus,2733128,,,0.27,,,,,,0.12,,0.05,,,0.16,,0.08,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saclayvirus,unclassified Saclayvirus,,dsDNA
              Schmittlotzvirus,2733132,,,,,,,,,,,0.01,,,,,,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schmittlotzvirus,Schmittlotzvirus sv771,,dsDNA
              Taranisvirus,2733134,,,,,,,,,,,0.05,,,,,,853.0,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Taranisvirus,Taranisvirus taranis,,dsDNA
              Toutatisvirus,2733138,,,,,0.16,,,,,0.1,0.06,,,,,0.08,853.0,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Toutatisvirus,Toutatisvirus toutatis,,dsDNA
                Wifcevirus,2733141,,,,,,,,0.1,,,,,,0.17,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Wifcevirus,Wifcevirus AV128,dsDNA
              Sortsnevirus,2733150,,,,,,,,,,,0.05,,,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sortsnevirus,Sortsnevirus IME279,,dsDNA
              Xuquatrovirus,2733151,4.13,,,,0.18,,0.23,0.22,,,0.02,,0.11,0.15,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Xuquatrovirus,unclassified Xuquatrovirus,,dsDNA
                Bertelyvirus,2733152,,,,,,,,,,,0.03,,,,,,190650.0,Caulobacter vibrioides CB15,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jeanschmidtviridae,Bertelyvirus,unclassified Bertelyvirus,dsDNA
                Poindextervirus,2733154,,,,,,,,,,,0.02,,,,,,190650.0,Caulobacter vibrioides CB15,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jeanschmidtviridae,Poindextervirus,Poindextervirus rogue,dsDNA
              Lughvirus,2733190,,,,,,,,,,,0.03,,,,,,853.0,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lughvirus,Lughvirus lugh,,dsDNA
                  Mementomorivirus,2733194,,,,,,,,,,,0.01,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mementomorivirus,Mementomorivirus cinna,,dsDNA
                Metamorphoovirus,2733195,0.78,,,,,,,,,,0.02,,,0.08,,0.19,199592.0,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus ariadne,dsDNA
              Oengusvirus,2733199,0.67,,0.09,,,0.13,,,,,0.14,,,,,,853.0,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oengusvirus,Oengusvirus oengus,,dsDNA
                Quhwahvirus,2733202,,,,,,,,,,,0.02,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hodgkinviridae,Quhwahvirus,Quhwahvirus paschalis,dsDNA
                  Pefuambidensovirus,2733227,21.21,1.1,0.42,0.43,0.46,,0.25,0.52,0.22,0.19,0.1,3.05,0.4,0.35,0.24,0.29,301905.0,Ortmanniana pectorosa,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Pefuambidensovirus,
                  Fadolivirus,2763561,,,,,,,,,,,0.02,,,,,,5778.0,Vermamoeba vermiformis,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Klosneuvirinae,Fadolivirus,
              Akonivirus,2842540,,0.29,0.12,,0.21,0.22,,0.1,,0.11,0.14,,,0.1,,0.09,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akonivirus,Akonivirus akoni,,dsDNA
                Cbunavirus,2842586,,1.46,0.22,0.52,,,,3.49,0.2,0.36,0.1,0.17,0.17,2.88,0.18,0.15,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Cbunavirus,unclassified Cbunavirus,dsDNA
                Cehakivirus,2842589,,,,,,,,,,,,,,0.08,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Cehakivirus,Cehakivirus limihabitans,+ssRNA
                Citrovirus,2842608,,,,,,,,0.12,,,0.01,,1.32,0.21,,,1676276.0,Citrobacter sp. TM1552,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Citrovirus,Citrovirus coptotermitis,dsDNA
                  Dongdastvirus,2842653,,,,,,,,,,0.1,0.04,,,0.06,,,,,,,,,,,,,
                  Goettingenvirus,2842707,,,,,,,,,,,,,,,0.07,,592022.0,Priestia megaterium DSM 319,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Goettingenvirus,dsDNA
                  Henuseptimavirus,2842728,,,,,,,,,0.16,,0.06,,0.32,,,0.11,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Henuseptimavirus,dsDNA
                Huelvavirus,2842739,,,,,,,,,,,0.02,,,,,,382.0,Sinorhizobium meliloti,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Huelvavirus,Huelvavirus ort11,dsDNA
                  Inbricusvirus,2842758,,0.61,0.18,,0.62,,,0.22,,0.22,0.08,,,0.26,,,663959.0,Pseudomonas syringae pv. avii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,dsDNA
                  Kaypoctavirus,2842786,,,,0.22,,,,0.11,0.15,,0.11,0.2,,0.28,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Kaypoctavirus,dsDNA
                Kemicevirus,2842792,,,0.09,,0.43,,,,,,,0.2,0.42,,0.08,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kemicevirus,Kemicevirus caenicola,+ssRNA
              Kenoshavirus,2842796,,0.29,0.18,,,0.41,0.27,0.13,0.3,0.33,0.32,,,0.11,0.11,0.27,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kenoshavirus,unclassified Kenoshavirus,,dsDNA
                Littlefixvirus,2842828,,,,,,,,,,,0.02,,,,,,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Littlefixvirus,Littlefixvirus 98Pflur60pp,dsDNA
              Mydovirus,2842888,0.73,,0.13,,,0.14,,1.25,0.22,0.2,0.09,,,0.89,,0.13,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mydovirus,unclassified Mydovirus,,dsDNA
              Nochtlivirus,2842908,,,,,,,,0.22,,,,,,0.12,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nochtlivirus,Nochtlivirus mEp235,,dsDNA
                Pokkenvirus,2842972,,,,,,,,,,0.08,0.04,,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pokkenvirus,Pokkenvirus paxi,dsDNA
                  Pourcelvirus,2842976,,,,,,,,,,0.06,0.03,,,0.06,,,,,,,,,,,,,
                Pseudotevenvirus,2842979,,,0.11,,,,,,,,0.06,,,,,,1972222.0,Buttiauxella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Pseudotevenvirus,unclassified Pseudotevenvirus,dsDNA
                  Pylasvirus,2842993,,,,,,,,0.14,,,0.03,,,0.19,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Pylasvirus,dsDNA
                  Raunefjordenvirus,2843000,,,,,,,,,,,0.02,,,,,,1525218.0,Sulfitobacter sp. CB2047,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rhodovirinae,Raunefjordenvirus,dsDNA
              Secretariatvirus,2843027,,,,,,,,,,,0.06,,,,,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Secretariatvirus,Secretariatvirus secretariat,,dsDNA
              Tanisvirus,2843069,,,0.21,,,0.29,,,,,0.23,,,0.05,0.13,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tanisvirus,unclassified Tanisvirus,,dsDNA
              Tinytimothyvirus,2843096,,,,,,,,,,0.07,0.07,,,0.05,0.06,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tinytimothyvirus,Tinytimothyvirus alex44,,dsDNA
                Waedenswilvirus,2843122,,,,,,,,,,,0.01,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Waedenswilvirus,unclassified Waedenswilvirus,dsDNA
                Wahdswovirus,2843124,,,,,,,,,,,,,,,,0.11,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Wahdswovirus,Wahdswovirus lutenecus,+ssRNA
                  Zedzedvirus,2843159,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,
                Zicotriavirus,2843161,,,,,,,,,,,0.03,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zicotriavirus,Zicotriavirus ZC03,dsDNA
                Zurivirus,2843162,,,,,,,,,,,0.03,,,,,,303.0,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zurivirus,Zurivirus zuri,dsDNA
              Aguilavirus,2843343,,,,,,,,,,,,,,0.07,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aguilavirus,Aguilavirus mEp043,,dsDNA
              Astrithrvirus,2843350,,,0.1,,,,,,,,,,,,0.06,,469.0,Acinetobacter,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Astrithrvirus,unclassified Astrithrvirus,,dsDNA
              Audreyjarvisvirus,2843351,,,0.21,0.44,,0.34,0.31,0.54,,0.2,0.29,0.16,,0.66,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Audreyjarvisvirus,Audreyjarvisvirus av949,,dsDNA
              Burrovirus,2843362,,0.98,0.71,0.37,0.85,0.57,0.97,0.28,0.62,0.56,0.4,0.49,0.3,0.34,0.26,0.45,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Burrovirus,Burrovirus araxxi,,dsDNA
              Chopinvirus,2843365,,,,0.26,,,,,,,0.02,,,,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chopinvirus,Chopinvirus KSY1,,dsDNA
              Fremauxvirus,2843383,,,,,,,,,,,0.04,,,,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fremauxvirus,Fremauxvirus fv1706,,dsDNA
                  Kanagawavirus,2843399,,,,,,,,,,,0.02,,,,,,67780.0,Edwardsiella ictaluri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Kanagawavirus,dsDNA
              Lastavirus,2843414,,,,,,,,0.14,,,,0.13,,,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lastavirus,Lastavirus lasta,,dsDNA
              Muldoonvirus,2843425,,,,,,,,,,,0.02,,,,,,413497.0,Cronobacter dublinensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muldoonvirus,unclassified Muldoonvirus,,dsDNA
