virus tax id,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,baltimore_class
936054,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oslovirus,Oslovirus PA2,dsDNA
564886,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pankowvirus,Pankowvirus YYZ2008,dsDNA
3061951,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,unclassified Efquatrovirus,dsDNA
2835638,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Brockvirinae,dsDNA
2932888,1158624.0,Enterococcus faecalis EnGen0243,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,unclassified Saphexavirus,dsDNA
3043582,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aliceevansviridae,unclassified Aliceevansviridae,dsDNA
2763102,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Denvervirus,Denvervirus dv9183,dsDNA
2763103,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Thiercelinvirus,Thiercelinvirus v9184,dsDNA
2795668,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aramisvirus,Aramisvirus Aramis,dsDNA
3076801,53345.0,Enterococcus durans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Lavrentievavirus,dsDNA
1476978,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus AUEF3,dsDNA
1173135,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,Saphexavirus BC611,dsDNA
2795667,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aramisvirus,Aramisvirus dArtagnan,dsDNA
1647400,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus EcZZ2,dsDNA
1204540,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus EfaCPT1,dsDNA
2769573,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus LY0322,dsDNA
1432658,35783.0,Enterococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus EF4,dsDNA
1445858,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemunavirus,Efemunavirus Efm1,dsDNA
1718158,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemquintavirus,Efemquintavirus Efm5,dsDNA
1351735,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,Saphexavirus IMEEF1,dsDNA
1416012,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus EF3,dsDNA
2719593,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vipetofemvirus,Vipetofemvirus nattely,dsDNA
673832,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phifelvirus,Phifelvirus FL1,dsDNA
673835,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phifelvirus,Phifelvirus FL2,dsDNA
673837,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phifelvirus,Phifelvirus FL3,dsDNA
2901837,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus SHEF2,dsDNA
2918647,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus SHEF4,dsDNA
2030924,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus SHEF5,dsDNA
3014452,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Denvervirus,unclassified Denvervirus,dsDNA
2070197,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus PMBT2,dsDNA
1871692,1169286.0,Enterococcus faecalis ATCC 19433 = NBRC 100480,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus SANTOR1,dsDNA
1073766,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,Saphexavirus SAP6,dsDNA
2859527,35783.0,Enterococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,Saphexavirus SSsP1,dsDNA
2683673,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Delfunavirus,Delfunavirus delf1,dsDNA
2730536,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vipetofemvirus,Vipetofemvirus vv140,dsDNA
2175688,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus AL2,dsDNA
2175687,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus AL3,dsDNA
1747289,1351.0,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,Efquatrovirus IME196,dsDNA
3366567,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vipetofemvirus,unclassified Vipetofemvirus,dsDNA
2970334,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemunavirus,Efemunavirus Lg62,dsDNA
2831679,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Amiranvirus,Amiranvirus Gecefs9,dsDNA
1458851,525271.0,Enterococcus faecalis ATCC 29200,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saphexavirus,Saphexavirus VD13,dsDNA
2859528,35783.0,Enterococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vespunovirus,Vespunovirus vesp1,dsDNA
2719594,226185.0,Enterococcus faecalis V583,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vipetofemvirus,Vipetofemvirus vipetofem,dsDNA
1813887,1350.0,Enterococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Andrewesvirinae,unclassified Andrewesvirinae,,dsDNA
2086641,2021366.0,Entoleuca sp.,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Gammaflexiviridae,Gammaflexivirus,+ssRNA
2086642,2021366.0,Entoleuca sp.,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Gammaflexiviridae,Xylavirus,+ssRNA
2086648,2021366.0,Entoleuca sp.,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,+ssRNA
166056,437486.0,Epinotia aporema,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus epaporemae,,
70600,7088.0,Lepidoptera,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus eppostvittanae,,
1307803,9796.0,Equus caballus,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,+ssRNA
638358,38414.0,Eragrostis curvula,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Eragrovirus,
2913600,722663.0,Erannis ankeraria,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus erankerariae,,
307444,325935.0,Erinnyis ello,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus erellonis,,
2869568,182337.0,Erwinia billingiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ahotrevirus,Ahotrevirus AH03,dsDNA
2869569,182337.0,Erwinia billingiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Meadowvirus,dsDNA
2869570,182337.0,Erwinia billingiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Agricanvirus,dsDNA
1429767,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,dsDNA
947843,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Entnonagintavirus,dsDNA
2014586,65700.0,Erwinia tracheiphila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Eganvirus,dsDNA
2678601,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,Henunavirus hena1,dsDNA
2821255,549.0,Pantoea agglomerans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Keyvirus,dsDNA
1883375,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Machinavirus,dsDNA
2663326,55211.0,Erwinia persicina,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Midgardsormrvirus,Midgardsormrvirus midgardsormr38,dsDNA
3141526,558.0,Erwinia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Efbeekayvirus,dsDNA
3056489,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Waedenswilvirus,dsDNA
2267655,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pavtokvirus,Pavtokvirus pavtok,dsDNA
2776820,552.0,Erwinia amylovora,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Lineavirus,
2869543,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM1,dsDNA
2859245,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Wellingtonvirus,dsDNA
2768773,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eneladusvirus,Eneladusvirus BF,dsDNA
2869544,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM16,dsDNA
2869545,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM17,dsDNA
2869546,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,unclassified Alexandravirus,dsDNA
2869547,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM2,dsDNA
2869549,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM22,dsDNA
2869552,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM3,dsDNA
2869553,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM30,dsDNA
2869555,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM32,dsDNA
2869556,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM33,dsDNA
2869557,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus SNUABM35,dsDNA
2797313,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rivsvirus,Rivsvirus SNUABM5,dsDNA
2985656,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,unclassified Henunavirus,dsDNA
2866695,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Snuvirus,Snuvirus SNUABM7,dsDNA
1131315,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pavtokvirus,Pavtokvirus PEp14,dsDNA
2601643,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,Henunavirus SNUABM01,dsDNA
2593268,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Gwanakrovirus,dsDNA
2869561,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sasquatchvirus,Sasquatchvirus Y3,dsDNA
1564096,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Nezavisimistyvirus,dsDNA
1401669,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Iapetusvirus,dsDNA
1029988,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Erskinevirus,dsDNA
2851075,558.0,Erwinia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,unclassified Drexlerviridae,dsDNA
2995679,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pavtokvirus,unclassified Pavtokvirus,dsDNA
2201424,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus alexandra,dsDNA
2026081,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Risingsunvirus,dsDNA
2591372,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Myosmarvirus,dsDNA
1958956,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Yoloswagvirus,Yoloswagvirus yoloswag,dsDNA
2283026,551.0,Erwinia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Feofaniavirus,Feofaniavirus Eho49,dsDNA
2283025,551.0,Erwinia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Feofaniavirus,Feofaniavirus Eho59,dsDNA
2736513,52586.0,Erysiphe necator,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,unclassified Fiersviridae,+ssRNA
1508672,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uetakevirus,Uetakevirus phiV10,dsDNA
1508676,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus TP14,dsDNA
1508679,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus JES2013,dsDNA
1508680,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus V5,dsDNA
3117707,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mktvariviridae,Gordonclarkvirinae,dsDNA
1555202,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Asteriusvirus,Asteriusvirus av121Q,dsDNA
2883041,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Avunavirus,unclassified Avunavirus,dsDNA
2847055,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jouyvirus,Jouyvirus jv1H12,dsDNA
2915327,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bievrevirus,unclassified Bievrevirus,dsDNA
2910191,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jouyvirus,unclassified Jouyvirus,dsDNA
2847056,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alegriavirus,Alegriavirus av2B8,dsDNA
2847057,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nesevirus,Nesevirus nv2G7b,dsDNA
2847058,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Glaedevirus,Glaedevirus gv2H10,dsDNA
1541872,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alegriavirus,unclassified Alegriavirus,dsDNA
2847059,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bievrevirus,Bievrevirus bv4A7,dsDNA
1391428,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,Seunavirus 4MG,dsDNA
2915329,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lambdavirus,Lambdavirus lambda,dsDNA
2716351,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Wadgaonvirus,dsDNA
2716352,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Gemsvirus,dsDNA
10730,155864.0,Escherichia coli O157:H7 str. EDL933,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Traversvirus,Traversvirus tv933W,dsDNA
2950725,591946.0,Escherichia coli LF82,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Asteriusvirus,unclassified Asteriusvirus,dsDNA
2950726,591946.0,Escherichia coli LF82,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus A512,dsDNA
3003819,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Septuagintavirus,Septuagintavirus A73,dsDNA
2852028,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus alexboehm,dsDNA
2852040,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,dsDNA
2696379,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Justusliebigvirus,Justusliebigvirus alia,dsDNA
2696383,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phapecoctavirus,Phapecoctavirus anhysbys,dsDNA
1655314,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus nomine,dsDNA
1983463,577669.0,Escherichia coli O145:H-,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oslovirus,Oslovirus ArgO145,dsDNA
1527519,83334.0,Escherichia coli O157:H7,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Avunavirus,Avunavirus Av05,dsDNA
3077269,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mydovirus,unclassified Mydovirus,dsDNA
3077272,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosemountvirus,unclassified Rosemountvirus,dsDNA
3077273,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Wifcevirus,dsDNA
2060112,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,Dhillonvirus B2,dsDNA
2835936,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,Dhillonvirus BF9,dsDNA
2696386,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,Dhillonvirus bob,dsDNA
2488948,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonagvirus,unclassified Nonagvirus,dsDNA
3117391,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Nouzillyvirus,dsDNA
2340716,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Deseoctovirus,Deseoctovirus C1,dsDNA
2234093,543.0,Enterobacteriaceae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hungariovirus,Hungariovirus C1302,dsDNA
1610828,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seuratvirus,Seuratvirus cajan,dsDNA
2904709,591946.0,Escherichia coli LF82,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Elveevirus,dsDNA
2565596,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,Dhillonvirus CECKaz2018,dsDNA
665033,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muvirus,Muvirus mu,dsDNA
482822,469008.0,Escherichia coli BL21(DE3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lambdavirus,Lambdavirus DE3,dsDNA
2852022,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus drschubert,dsDNA
2936906,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,Dhillonvirus EC115,dsDNA
1498172,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Gajwadongvirus,dsDNA
2015807,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Wongtaivirus,Wongtaivirus ECP1,dsDNA
