name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
Ceduovirus,186532,,,,,,,,,,,0.07,,1359.0,Lactococcus cremoris,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus cv5171F,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus cv62402,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus cv62403,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus cv62606,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIL67,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIL67,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus c2,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC1020,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC116,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus LacS15,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC1170,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC1182,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1359.0,Lactococcus cremoris,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC1183,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC122,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC1242,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus PCS1,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC966,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC967,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus CHPC972,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus D4410,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus D4412,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus M5938,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus PCB1,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1359.0,Lactococcus cremoris,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus LacS15,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBL12,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBB14,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus blBB94p4,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBA3,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBAm4,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBE1,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1357.0,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBA3,,dsDNA
Ceduovirus,186532,,,,,,,,,,,0.07,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,Ceduovirus bIBBp64,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,unclassified Fromanvirus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,unclassified Fromanvirus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1772.0,Mycolicibacterium smegmatis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,unclassified Fromanvirus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus nepal,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus alma,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus astro,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus bethlehem,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus bethlehem,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus billknuckles,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus bpbiebs31,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus bruns,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus museum,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus Bxb1,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus Bxb1,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus packman,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus Che12,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1773.0,Mycobacterium tuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus Che12,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus Che12,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus goose,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus D29,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1773.0,Mycobacterium tuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus D29,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1773.0,Mycobacterium tuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,unclassified Fromanvirus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus D29,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1785.0,Mycobacterium sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus lockley,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus lockley,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus doom,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus jasper,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus euphoria,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus george,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus goose,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1799.0,Mycolicibacterium aichiense,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,unclassified Fromanvirus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1785.0,Mycobacterium sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus jasper,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus JC27,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1785.0,Mycobacterium sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus KBG,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus KBG,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus rebeuca,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus kssjeb,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus kugel,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus lesedi,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus marcell,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus mrgordo,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus museum,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus perseus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus redrock,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus redrock,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus ridgecb,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus saintus,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus skipole,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1785.0,Mycobacterium sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus solon,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus solon,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus switzer,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus SWU1,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus trixie,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus twister,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1785.0,Mycobacterium sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus U2,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus U2,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus violet,,dsDNA
Fromanvirus,186764,0.91,0.09,,,,,,,,,0.18,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,Fromanvirus twister,,dsDNA
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9534.0,Chlorocebus aethiops,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,144753.0,Peromyscus crinitus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9685.0,Felis catus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,61294.0,Capra sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9925.0,Capra hircus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9913.0,Bos taurus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9823.0,Sus scrofa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Kobuvirus,194960,,,,,0.04,,,,,,0.1,,9825.0,Sus scrofa domesticus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Kobuvirus,
Maculavirus,249185,,,,,,,,,,,0.05,,444401.0,Andrena haemorrhoa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,unclassified Maculavirus,+ssRNA
Maculavirus,249185,,,,,,,,,,,0.05,,7091.0,Bombyx mori,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,unclassified Maculavirus,+ssRNA
Maculavirus,249185,,,,,,,,,,,0.05,,7160.0,Aedes albopictus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,unclassified Maculavirus,+ssRNA
Maculavirus,249185,,,,,,,,,,,0.05,,2912049.0,Culex sp.,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,unclassified Maculavirus,+ssRNA
Maculavirus,249185,,,,,,,,,,,0.05,,3494.0,Ficus carica,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,unclassified Maculavirus,+ssRNA
Maculavirus,249185,,,,,,,,,,,0.05,,29760.0,Vitis vinifera,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Maculavirus,Maculavirus vitis,+ssRNA
Whispovirus,249585,,0.09,,,,,,,,,,,,,,,,,,,,,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus melbournense,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,10116.0,Rattus norvegicus,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus melbournense,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9823.0,Sus scrofa,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9903.0,Bos,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9913.0,Bos taurus,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9615.0,Canis lupus familiaris,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,
Mamastrovirus,249588,,,,,0.04,,0.25,0.8,,,,,9838.0,Camelus dromedarius,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,
